parameter_id,JAXLA_CSD_007_001
mouse_life_stage,Early adult
analysis_id,590b10rvcj9g298
pvalue,0.9245057
gene_accession_id,MGI:2135738
gene_symbol,Abo
parameter_name,Coat - color - abdomen
mouse_strain,C57BL
