gene_symbol,Tbl1xr1
parameter_id,MGP_MLN_013_001
analysis_id,002kc1dom3e5g6u
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
parameter_name,Effector CD8+ T cells - % of CD8+
pvalue,0.4218326
mouse_strain,C57BL
