parameter_id,IMPC_GRS_008_001
pvalue,0.5399675
parameter_name,Forelimb grip strength measurement mean
gene_accession_id,MGI:2385884
mouse_strain,C57BL
analysis_id,n81b51sfzo11ns3
mouse_life_stage,Early adult
gene_symbol,Ddx27
