Gene_symbol,AU040320
Analysis_id,mv883frlw9c80g5
mouse_strain,C57BL
gene_accession_id,MGI:2140475
Mouse_life_stage,Late adult
parameter_id,MGP_IMM_072_001
Parameter_name,CD4+ T helper cells - % of CD45+
pvalue,0.6670625
