gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7287596
analysis_id,atl6aj3p2901fn6
parameter_id,MGP_BMI_006_001
