parameter_id,IMPC_ABR_004_001
pvalue,0.518192
analysis_id,d0g35g9u5z8ayk2
mouse_strain,C57BL
parameter_name,6kHz-evoked ABR Threshold
gene_symbol,Frmpd1
mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
