gene_accession_id,MGI:2385884
gene_symbol,Ddx27
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_067_001
pvalue,0.8688086
parameter_name,Follicular B Cells (CD21/35+)
analysis_id,b42fym2y14xon56
