parameter_id,IMPC_IMM_071_001
pvalue,0.7111808
gene_accession_id,MGI:1913483
gene_symbol,Dmap1
analysis_id,7iek6wa4fus03p8
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,MZB (CD21/35 high)
