parameter_id,MGP_IMM_071_001
parameter_name,Total CD4+ T cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1328306
analysis_id,tp003z0h7ks0u2x
pvalue,0.9268066
gene_symbol,Orc2
