mouse_life_stage,Early adult
gene_accession_id,MGI:1919935
parameter_id,IMPC_HEM_005_001
gene_symbol,Dnajc6
parameter_name,Mean cell volume
pvalue,0.1127921
mouse_strain,C57BL
analysis_id,9872a90max21v2m
