parameter_id,IMPC_XRY_002_001
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.106509
analysis_id,q28w5820gt00o86
mouse_life_stage,Late adult
parameter_name,Zygomatic bone
gene_symbol,Hpca
