parameter_id,IMPC_CSD_028_001
mouse_life_stage,Early adult
analysis_id,503u5045y8pt49w
parameter_name,Snout size
gene_accession_id,MGI:1346088
mouse_strain,C57BL
gene_symbol,Cd52
pvalue,0.4767915
