parameter_id,IMPC_ECG_004_001
gene_accession_id,MGI:2443129
analysis_id,hv237x71qt307f8
pvalue,0.3975868
parameter_name,RR
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Golm2
