gene_symbol,Dmap1
pvalue,0.2382835
mouse_life_stage,E12.5
analysis_id,hwi7s8g8583enad
parameter_id,IMPC_ECG_006_001
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_name,PR
