mouse_life_stage,E9.5
parameter_name,Body Weight
gene_accession_id,MGI:1924315
pvalue,0.9465997
gene_symbol,Ints7
mouse_strain,C57BL
analysis_id,l774lna4xid6op2
parameter_id,M-G-P_012_001_005
