gene_symbol,Ddx27
mouse_strain,129SV
pvalue,0.9108638
gene_accession_id,MGI:2385884
parameter_id,ESLIM_007_001_006
analysis_id,pl677g2oze3ou51
parameter_name,Periphery distance travelled
mouse_life_stage,Early adult
