gene_symbol,Ubxn11
mouse_life_stage,Early adult
parameter_name,Periphery average speed
analysis_id,3htr49o476z9b28
gene_accession_id,MGI:1914836
parameter_id,IMPC_OFD_013_001
pvalue,0.8348629
mouse_strain,C57BL
