gene_symbol,Atg4c
pvalue,0.8315266
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
gene_accession_id,MGI:2651854
mouse_strain,C57BL
parameter_id,MGP_IMM_026_001
analysis_id,47805kw2jq46g1z
mouse_life_stage,Early adult
