mouse_life_stage,E9.5
gene_accession_id,MGI:3026886
parameter_id,ESLIM_014_001_008
parameter_name,Cornea vascularisation
analysis_id,6nvk276d3jzys3x
gene_symbol,Cdin1
mouse_strain,C57BL
pvalue,0.1151256
