pvalue,4.756466e-05
gene_accession_id,MGI:109356
analysis_id,6l6z7op9l014132
mouse_strain,C57BL
parameter_id,HRWLLA_CSD_008_001
parameter_name,Coat - color pattern - back
mouse_life_stage,Late adult
gene_symbol,Snap23
