parameter_id,IMPC_XRY_024_001
mouse_life_stage,E18.5
pvalue,0.7611272
analysis_id,9q7771sxo7k23ti
gene_symbol,Zyg11b
parameter_name,Femur
mouse_strain,C57BL
gene_accession_id,MGI:2685277
