parameter_id,IMPC_DXA_004_001
mouse_life_stage,E9.5
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C56BL
gene_symbol,Bcs1l
analysis_id,bgx8n6sz6stniac
gene_accession_id,MGI:1914071
pvalue,0.06769251
