parameter_id,JAX_OFD_017_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1915472
gene_symbol,Tubb4b
parameter_name,Center average speed
mouse_strain,C57BL
pvalue,0.4552298
analysis_id,u94yh35jb84fs48
