gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_id,IMPC_CSD_079_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,34fa9r4z6606qbi
pvalue,0.809209
parameter_name,Aggression
