parameter_name,Startle response
parameter_id,ESLIM_008_001_013
pvalue,0.4323035
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,AU040320
analysis_id,s427c7r6c205o19
