mouse_strain,129SV
pvalue,0.406994
mouse_life_stage,Early adult
gene_symbol,Nipal3
parameter_id,IMPC_XRY_027_001
analysis_id,44k73zobv688c38
parameter_name,Joints
gene_accession_id,MGI:1921802
