mouse_strain,129SV
parameter_id,M-G-P_026_001_004
pvalue,0.1253582
analysis_id,7vuk9jt2y9m86w7
gene_accession_id,MGI:1332236
parameter_name,Coat colouration
gene_symbol,Cds2
mouse_life_stage,Early adult
