parameter_id,JAXLA_DXA_003_001
mouse_life_stage,Early adult
gene_symbol,Amigo1
mouse_strain,C57BL
gene_accession_id,MGI:2653612
pvalue,0.2024539
analysis_id,r7717818fka52hp
parameter_name,Lean mass
