parameter_id,IMPC_GEL_032_001
analysis_id,74r06x1zs9gdi7w
mouse_strain,C57BL
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
parameter_name,Embryo Size
mouse_life_stage,Late adult
pvalue,0.8800494
