parameter_id,M-G-P_014_001_010
mouse_strain,C57BL
pvalue,0.3689644
gene_accession_id,MGI:109356
gene_symbol,Snap23
mouse_life_stage,Middle aged adult
parameter_name,lens opacity
analysis_id,7qf7m4w7l53623c
