gene_symbol,Fgb
analysis_id,89aij6ywe5cmb72
parameter_id,ICS_FEA_019_001
mouse_strain,C57BL
parameter_name,% Freezing duration pre-cue-2
pvalue,0.4830255
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
