parameter_id,IMPC_IMM_004_001
pvalue,0.132573
parameter_name,NKT cells (panel A)
gene_accession_id,MGI:88461
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Col6a3
analysis_id,029uf9sy8138m37
