parameter_name,Optic Disc
parameter_id,IMPC_EYE_023_001
gene_accession_id,MGI:1914515
analysis_id,w0e611xgu3x7cj3
mouse_life_stage,E9.5
pvalue,0.7925094
gene_symbol,Slc39a10
mouse_strain,C57BL
