parameter_id,IMPC_CBC_015_001
analysis_id,67ts64660262pgo
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.2348189
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
parameter_name,Total cholesterol
