parameter_id,ESLIM_001_001_117
mouse_strain,C57BL
parameter_name,eye size
gene_symbol,Fgb
gene_accession_id,MGI:99501
pvalue,0.7319808
mouse_life_stage,E15.5
analysis_id,54s6r1d83i75515
