mouse_life_stage,Early adult
parameter_id,HMGULA_SHI_009_001
pvalue,0.1438676
gene_accession_id,MGI:1332236
gene_symbol,Cds2
analysis_id,2wg06j3102qfsa7
mouse_strain,129SV
parameter_name,Startle response
