parameter_name,Prepulse inhibition - PP4
analysis_id,k9g4yg2m391ecw1
gene_accession_id,MGI:1921262
gene_symbol,Rap2b
parameter_id,ESLIM_011_001_704
pvalue,0.9639888
mouse_life_stage,Early adult
mouse_strain,C57BL
