mouse_life_stage,Early adult
pvalue,0.6652029
parameter_name,Hindpaw - size
gene_accession_id,MGI:2140179
gene_symbol,Dcaf10
mouse_strain,C57BL
analysis_id,abht87x13540573
parameter_id,JAXLA_CSD_041_002
