gene_symbol,Secisbp2l
parameter_name,Total protein
analysis_id,47mu7x01zu0yk1z
mouse_strain,C57BL
pvalue,0.4768421
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
parameter_id,IMPC_CBC_006_001
