parameter_id,IMPC_ECH_001_001
parameter_name,End-Systolic Diameter
pvalue,0.658593
gene_symbol,Rab22a
gene_accession_id,MGI:105072
mouse_life_stage,Early adult
analysis_id,1w2r4mt4589nqet
mouse_strain,C57BL
