gene_symbol,Nanp
parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
pvalue,0.3181745
analysis_id,saycyqzj32cn3hm
parameter_name,Gait
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
