parameter_id,MGP_PBI_016_001
pvalue,0.4338536
gene_accession_id,MGI:2651854
gene_symbol,Atg4c
mouse_life_stage,Early adult
analysis_id,w0q0iw3222r1l12
parameter_name,Monocyte percentage
mouse_strain,C57BL
