mouse_strain,129SV
gene_symbol,Ddx27
gene_accession_id,MGI:2385884
analysis_id,om1584w0277uz6p
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_MLN_031_001
pvalue,0.8250332
mouse_life_stage,Early adult
