mouse_strain,129SV
parameter_id,IMPC_ECG_005_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
analysis_id,593cu1adiv32640
gene_symbol,Nipal3
parameter_name,PQ
pvalue,0.4972776
