gene_symbol,Hspa5
gene_accession_id,MGI:95835
parameter_id,M-G-P_007_001_008
analysis_id,6b70874t3bvnt14
parameter_name,Periphery - Permanence Time
mouse_strain,C57BL
pvalue,0.2088739
mouse_life_stage,E12.5
