gene_symbol,Mms22l
parameter_name,Total holepokes
parameter_id,JAXLA_HBD_001_001
mouse_life_stage,Early adult
analysis_id,yv8966n1w7e8byt
gene_accession_id,MGI:2684980
pvalue,0.906219
mouse_strain,C57BL
