parameter_id,MGP_CSD_015_001
parameter_name,Head coat/hair presence
pvalue,0.3439539
gene_symbol,Nanp
mouse_strain,C57BL
analysis_id,lp1zo365uiz0dha
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
