pvalue,0.4163011
gene_symbol,Nanp
parameter_id,IMPC_XRY_033_001
mouse_life_stage,Early adult
parameter_name,Tibia length
analysis_id,633332otr638p8t
gene_accession_id,MGI:1914561
mouse_strain,C57BL
