gene_symbol,Hpca
parameter_name,Placenta Morphology
pvalue,0.8083959
analysis_id,3czd384d7mx0j22
gene_accession_id,MGI:1336200
parameter_id,IMPC_GPO_002_001
mouse_life_stage,Late adult
mouse_strain,C57BL
