gene_symbol,Bach2
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
analysis_id,z940fcb5o86pm46
pvalue,0.6103953
