parameter_id,IMPC_CSD_011_001
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,4j99q1ppc2s7368
gene_symbol,Frmpd1
parameter_name,Coat - hair distribution - back
pvalue,0.3461987
gene_accession_id,MGI:2446274
