mouse_life_stage,E12.5
parameter_id,JAXLA_CBC_015_001
gene_symbol,Hspa5
mouse_strain,C57BL
pvalue,0.470107
parameter_name,Total cholesterol
analysis_id,44rnr90brjcyobv
gene_accession_id,MGI:95835
