gene_symbol,Cmpk1
analysis_id,1u4w407811dt5c5
parameter_id,M-G-P_007_001_008
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Periphery - Permanence Time
gene_accession_id,MGI:1913838
pvalue,0.8040996
