parameter_id,M-G-P_013_001_001
analysis_id,w9iob00tzw48358
pvalue,0.8067537
gene_symbol,Ahctf1
parameter_name,Eye
mouse_life_stage,Early adult
gene_accession_id,MGI:1915033
mouse_strain,C57BL
