mouse_life_stage,Late adult
parameter_name,Startle response
gene_accession_id,MGI:2140475
gene_symbol,AU040320
pvalue,0.06070939
parameter_id,ESLIM_008_001_013
mouse_strain,C57BL
analysis_id,k1u6nhpu0l7o35f
