parameter_name,Centre permanence time
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
parameter_id,ESLIM_007_001_012
analysis_id,0gelz5m0j952i20
gene_symbol,Bmi1
pvalue,0.1813075
mouse_strain,C57BL
