gene_accession_id,MGI:105072
gene_symbol,Rab22a
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_064_001
pvalue,0.1108181
parameter_name,B1B Cells
analysis_id,bc3fz1mxi515bv6
