gene_symbol,Ddx27
parameter_id,M-G-P_005_001_001
analysis_id,n6z7m3t5ztacux0
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_name,Weight
mouse_strain,129SV
pvalue,0.695391
