gene_symbol,Arpc2
gene_accession_id,MGI:1923959
pvalue,0.1588307
parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,841857822992g00
