parameter_id,IMPC_XRY_064_001
gene_symbol,Bpifa3
pvalue,0.2202904
gene_accession_id,MGI:1920638
mouse_strain,129SV
parameter_name,Thoracic processes
analysis_id,qcza4h93o1q5u0s
mouse_life_stage,Early adult
