gene_symbol,Bmi1
parameter_id,ESLIM_011_001_009
analysis_id,2337tvaitx3p74b
mouse_life_stage,E12.5
pvalue,0.0991535
gene_accession_id,MGI:88174
parameter_name,PP3 + pulse startle magnitude
mouse_strain,C57BL
