parameter_id,HMGULA_CBC_003_001
gene_accession_id,MGI:1918025
parameter_name,Chloride
pvalue,0.6836146
mouse_life_stage,Early adult
analysis_id,q7fj10964839e36
mouse_strain,C57BL
gene_symbol,Zmynd8
