mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_id,IMPC_IMM_004_001
mouse_life_stage,Middle aged adult
pvalue,0.5798748
analysis_id,2h418z607o5t9gb
gene_symbol,Lpgat1
parameter_name,NKT cells (panel A)
