gene_symbol,AU040320
parameter_name,KLRG1+ gd T cells - % of CD45+
gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
analysis_id,j2q0uy08m45886t
parameter_id,MGP_IMM_089_001
pvalue,0.1887668
mouse_strain,C57BL
